ORG,SHIP_STATE,SHIP_DISTRICT,BRAND,INV_QTY
FGA,Uttar Pradesh,BIJNOR,Bangur,50
FGA,Uttar Pradesh,BIJNOR,Rockstrong,50
FGA,Uttar Pradesh,BIJNOR,Shree,50
FGA,Uttar Pradesh,MORADABAD,Rockstrong,50
FGA,Uttar Pradesh,MUZAFFARNAGAR,Bangur,50
FGA,Uttar Pradesh,MUZAFFARNAGAR,Shree,50
FGA,Uttar Pradesh,RAMPUR,Bangur,50
FGA,Uttar Pradesh,RAMPUR,Rockstrong,50
FGA,Uttar Pradesh,RAMPUR,Shree,50
FGA,Uttar Pradesh,SAHARANPUR,Bangur,64.73333333
FGA,Uttar Pradesh,SAHARANPUR,Rockstrong,50
FGA,Uttar Pradesh,SAHARANPUR,Shree,92.43233333
FGA,Uttranchal,CHAMPAWAT,Bangur,50
FGA,Uttranchal,CHAMPAWAT,Shree,50
FGA,Uttranchal,DEHRADOON,Bangur,50
FGA,Uttranchal,DEHRADOON,Rockstrong,98.1
FGA,Uttranchal,DEHRADOON,Shree,419.4
FGA,Uttranchal,HARIDWAR,Bangur,50
FGA,Uttranchal,HARIDWAR,Rockstrong,50
FGA,Uttranchal,HARIDWAR,Shree,75.59913333
FGA,Uttranchal,NENITAL (UTT),Bangur,50
FGA,Uttranchal,NENITAL (UTT),Shree,128.6666667
FGA,Uttranchal,POODI GADWAL,Bangur,51.03333333
FGA,Uttranchal,POODI GADWAL,Shree,50
FGA,Uttranchal,UDHAM SINGH NAGAR,Bangur,50
FGA,Uttranchal,UDHAM SINGH NAGAR,Rockstrong,50
FGA,Uttranchal,UDHAM SINGH NAGAR,Shree,50
FGB,Bihar,NAWADA,Shree,262.0116667
FGB,Delhi,DELHI,Bangur,50
FGB,Delhi,DELHI,Shree,50
FGB,Gujarat,AHMEDABAD,Bangur,50
FGB,Gujarat,AHMEDABAD,Shree,50
FGB,Gujarat,ANAND,Bangur,50
FGB,Gujarat,ANAND,Shree,50
FGB,Gujarat,BANASKANTA,Bangur,50
FGB,Gujarat,BANASKANTA,Shree,50
FGB,Gujarat,CHHOTA UDAIPUR,Shree,50
FGB,Gujarat,DAHOD,Bangur,50
FGB,Gujarat,GANDHINAGAR,Bangur,50
FGB,Gujarat,KHEDA,Bangur,50
FGB,Gujarat,MAHISAGAR,Shree,50
FGB,Gujarat,MEHSANA,Bangur,50
FGB,Gujarat,PANCHMAHAL,Bangur,50
FGB,Gujarat,PANCHMAHAL,Shree,50
FGB,Gujarat,PATAN,Shree,50
FGB,Gujarat,SABARKANTHA,Bangur,50
FGB,Gujarat,VADODARA,Bangur,50
FGB,Madhya Pradesh,AGAR,Bangur,50
FGB,Madhya Pradesh,AGAR,Shree,50
FGB,Madhya Pradesh,ASHOK NAGAR,Bangur,50
FGB,Madhya Pradesh,ASHOK NAGAR,Shree,50
FGB,Madhya Pradesh,BARWANI,Shree,50
FGB,Madhya Pradesh,BHIND,Bangur,50
FGB,Madhya Pradesh,BHIND,Shree,50
FGB,Madhya Pradesh,DHAR,Bangur,50
FGB,Madhya Pradesh,DHAR,Shree,50
FGB,Madhya Pradesh,GUNA,Bangur,50
FGB,Madhya Pradesh,GUNA,Shree,50
FGB,Madhya Pradesh,GWALIOR,Bangur,50
FGB,Madhya Pradesh,GWALIOR,Shree,50
FGB,Madhya Pradesh,INDORE,Bangur,63
FGB,Madhya Pradesh,INDORE,Shree,50
FGB,Madhya Pradesh,JHABUA,Shree,50
FGB,Madhya Pradesh,MANDSOUR,Bangur,50
FGB,Madhya Pradesh,MANDSOUR,Shree,50
FGB,Madhya Pradesh,MORENA,Bangur,50
FGB,Madhya Pradesh,MORENA,Shree,50
FGB,Madhya Pradesh,NEEMUCH,Bangur,50
FGB,Madhya Pradesh,NEEMUCH,Shree,50
FGB,Madhya Pradesh,RAJGARH,Bangur,50
FGB,Madhya Pradesh,RAJGARH,Shree,50
FGB,Madhya Pradesh,RATLAM,Bangur,50
FGB,Madhya Pradesh,RATLAM,Shree,50
FGB,Madhya Pradesh,SHAJAPUR,Shree,50
FGB,Madhya Pradesh,SHIVPURI,Shree,50
FGB,Madhya Pradesh,UJJAIN,Bangur,50
FGB,Madhya Pradesh,UJJAIN,Shree,50
FGB,Rajasthan,AJMER,Bangur,508.65
FGB,Rajasthan,AJMER,Rockstrong,50
FGB,Rajasthan,AJMER,Shree,1038.242633
FGB,Rajasthan,ALWAR,Shree,50
FGB,Rajasthan,BANSWARA,Bangur,50
FGB,Rajasthan,BANSWARA,Rockstrong,50
FGB,Rajasthan,BANSWARA,Shree,62.46666667
FGB,Rajasthan,BARAN,Bangur,50
FGB,Rajasthan,BARAN,Rockstrong,75.23333333
FGB,Rajasthan,BARAN,Shree,73.43333333
FGB,Rajasthan,BARMER,Bangur,50
FGB,Rajasthan,BARMER,Rockstrong,50
FGB,Rajasthan,BARMER,Shree,136.9513333
FGB,Rajasthan,BHARATPUR,Bangur,50
FGB,Rajasthan,BHARATPUR,Shree,50
FGB,Rajasthan,BHILWARA,Bangur,66.86666667
FGB,Rajasthan,BHILWARA,Rockstrong,180.8
FGB,Rajasthan,BHILWARA,Shree,273.4196667
FGB,Rajasthan,BIKANER,Shree,50
FGB,Rajasthan,BUNDI,Bangur,50
FGB,Rajasthan,BUNDI,Rockstrong,50
FGB,Rajasthan,BUNDI,Shree,82.2
FGB,Rajasthan,CHITTORGARH,Bangur,50
FGB,Rajasthan,CHITTORGARH,Rockstrong,50
FGB,Rajasthan,CHITTORGARH,Shree,84.36566667
FGB,Rajasthan,DAUSA,Bangur,50
FGB,Rajasthan,DAUSA,Shree,50
FGB,Rajasthan,DHOLPUR,Bangur,50
FGB,Rajasthan,DHOLPUR,Rockstrong,50
FGB,Rajasthan,DHOLPUR,Shree,50
FGB,Rajasthan,DUNGARPUR,Bangur,50
FGB,Rajasthan,DUNGARPUR,Rockstrong,50
FGB,Rajasthan,DUNGARPUR,Shree,79.03333333
FGB,Rajasthan,JAIPUR,Bangur,50
FGB,Rajasthan,JAIPUR,Shree,50
FGB,Rajasthan,JAISALMER,Bangur,50
FGB,Rajasthan,JAISALMER,Rockstrong,50
FGB,Rajasthan,JAISALMER,Shree,50
FGB,Rajasthan,JALORE,Bangur,50
FGB,Rajasthan,JALORE,Rockstrong,50
FGB,Rajasthan,JALORE,Shree,131
FGB,Rajasthan,JHALAWAR,Bangur,50.28333333
FGB,Rajasthan,JHALAWAR,Rockstrong,50
FGB,Rajasthan,JHALAWAR,Shree,73.05
FGB,Rajasthan,JHUNJHUNU,Shree,50
FGB,Rajasthan,JODHPUR,Bangur,103.0333333
FGB,Rajasthan,JODHPUR,Rockstrong,50
FGB,Rajasthan,JODHPUR,Shree,59.389
FGB,Rajasthan,KAROLI,Bangur,50
FGB,Rajasthan,KAROLI,Shree,50
FGB,Rajasthan,KOTA,Bangur,50
FGB,Rajasthan,KOTA,Rockstrong,55.7
FGB,Rajasthan,KOTA,Shree,104.6666667
FGB,Rajasthan,NAGAUR,Rockstrong,50
FGB,Rajasthan,NAGAUR,Shree,50
FGB,Rajasthan,PALI,Bangur,50
FGB,Rajasthan,PALI,Rockstrong,50
FGB,Rajasthan,PALI,Shree,50
FGB,Rajasthan,PRATAPGARH,Bangur,50
FGB,Rajasthan,PRATAPGARH,Rockstrong,50
FGB,Rajasthan,PRATAPGARH,Shree,74.13333333
FGB,Rajasthan,RAJSAMAND,Bangur,50
FGB,Rajasthan,RAJSAMAND,Rockstrong,50
FGB,Rajasthan,RAJSAMAND,Shree,52.1
FGB,Rajasthan,SAWAIMADHOPUR,Bangur,50
FGB,Rajasthan,SAWAIMADHOPUR,Shree,50
FGB,Rajasthan,SIKAR,Bangur,50
FGB,Rajasthan,SIKAR,Shree,50
FGB,Rajasthan,SIROHI,Bangur,50
FGB,Rajasthan,SIROHI,Shree,51.03333333
FGB,Rajasthan,TONK,Bangur,50
FGB,Rajasthan,TONK,Rockstrong,50
FGB,Rajasthan,TONK,Shree,50
FGB,Rajasthan,UDAIPUR,Bangur,88.46666667
FGB,Rajasthan,UDAIPUR,Rockstrong,50
FGB,Rajasthan,UDAIPUR,Shree,159.6666667
FGB,Uttar Pradesh,AGRA,Bangur,106.9633333
FGB,Uttar Pradesh,AGRA,Rockstrong,116.5466667
FGB,Uttar Pradesh,AGRA,Shree,720.9366667
FGB,Uttar Pradesh,ALIGARH,Rockstrong,50
FGB,Uttar Pradesh,ALIGARH,Shree,61.17
FGB,Uttar Pradesh,BAREILLY,Bangur,50
FGB,Uttar Pradesh,BAREILLY,Rockstrong,50
FGB,Uttar Pradesh,BAREILLY,Shree,144.9766667
FGB,Uttar Pradesh,FAIZABAD,Shree,58.84666667
FGB,Uttar Pradesh,FARUKKHABAD,Bangur,57.01
FGB,Uttar Pradesh,FARUKKHABAD,Shree,153.19
FGB,Uttar Pradesh,FEROZABAD,Bangur,55.51333333
FGB,Uttar Pradesh,GHAZIABAD,Bangur,150.53
FGB,Uttar Pradesh,GHAZIABAD,Rockstrong,195.7283333
FGB,Uttar Pradesh,GHAZIABAD,Shree,624.2016667
FGB,Uttar Pradesh,GONDA,Shree,50.52
FGB,Uttar Pradesh,HARDOI,Bangur,80.44
FGB,Uttar Pradesh,JHANSI,Shree,59.04
FGB,Uttar Pradesh,KANPUR NAGAR,Bangur,121.28
FGB,Uttar Pradesh,KANPUR NAGAR,Shree,188.9133333
FGB,Uttar Pradesh,LUCKNOW,Bangur,71.99
FGB,Uttar Pradesh,LUCKNOW,Shree,63.73666667
FGB,Uttar Pradesh,MATHURA,Shree,50.62
FGB,Uttar Pradesh,RAEBARELI,Shree,50
FGB,Uttar Pradesh,SHAHJAHANPUR,Bangur,57.87666667
FGB,Uttar Pradesh,SHAHJAHANPUR,Rockstrong,50
FGB,Uttar Pradesh,SHAHJAHANPUR,Shree,77.31333333
FGB,Uttar Pradesh,SITAPUR,Bangur,50
FGB,Uttar Pradesh,SITAPUR,Shree,50
FGB,Uttar Pradesh,SULTANPUR,Shree,50
FGC,Chattisgarh,BALOD,Bangur,50
FGC,Chattisgarh,BALOD,Shree,50
FGC,Chattisgarh,BALODA BAZAR,Bangur,50
FGC,Chattisgarh,BALODA BAZAR,Shree,80.13266667
FGC,Chattisgarh,BEMETARA,Bangur,50
FGC,Chattisgarh,BEMETARA,Shree,67.96666667
FGC,Chattisgarh,BILASPUR,Bangur,113.6666667
FGC,Chattisgarh,BILASPUR,Shree,163.1666667
FGC,Chattisgarh,DHAMTARI,Bangur,72.22666667
FGC,Chattisgarh,DHAMTARI,Shree,155.7333333
FGC,Chattisgarh,DURG,Bangur,58.9
FGC,Chattisgarh,DURG,Shree,94.03333333
FGC,Chattisgarh,JANJGIR-CHAMPA,Bangur,100.6666667
FGC,Chattisgarh,JANJGIR-CHAMPA,Shree,168.7666667
FGC,Chattisgarh,JASHPUR,Bangur,50
FGC,Chattisgarh,JASHPUR,Shree,50
FGC,Chattisgarh,KANKER,Bangur,50
FGC,Chattisgarh,KANKER,Shree,50
FGC,Chattisgarh,KAWARDHA,Bangur,50
FGC,Chattisgarh,KAWARDHA,Shree,83.55
FGC,Chattisgarh,KORBA,Bangur,50
FGC,Chattisgarh,KORBA,Shree,124.6333333
FGC,Chattisgarh,KORIYA,Bangur,50
FGC,Chattisgarh,KORIYA,Shree,76.48333333
FGC,Chattisgarh,MAHASAMUND,Bangur,57.63333333
FGC,Chattisgarh,MAHASAMUND,Shree,102.4
FGC,Chattisgarh,MUNGELI,Shree,50
FGC,Chattisgarh,RAIGARH,Bangur,50
FGC,Chattisgarh,RAIGARH,Shree,50
FGC,Chattisgarh,RAIPUR,Bangur,510.3666667
FGC,Chattisgarh,RAIPUR,Shree,594.3083333
FGC,Chattisgarh,RAJNANDGAON,Bangur,51.4
FGC,Chattisgarh,RAJNANDGAON,Shree,50
FGC,Chattisgarh,SURAJPUR,Bangur,50
FGC,Chattisgarh,SURAJPUR,Shree,50
FGC,Chattisgarh,SURGUJA,Bangur,50
FGC,Chattisgarh,SURGUJA,Shree,79.35
FGC,Madhya Pradesh,ANUPPUR,Bangur,50
FGC,Madhya Pradesh,ANUPPUR,Shree,50
FGC,Madhya Pradesh,BALAGHAT,Bangur,50
FGC,Madhya Pradesh,BALAGHAT,Shree,109.6633333
FGC,Madhya Pradesh,BETUL,Bangur,50
FGC,Madhya Pradesh,CHHINDWARA,Bangur,50
FGC,Madhya Pradesh,CHHINDWARA,Shree,50
FGC,Madhya Pradesh,DINDORI,Bangur,50
FGC,Madhya Pradesh,DINDORI,Shree,50
FGC,Madhya Pradesh,HOSHANGABAD,Bangur,50
FGC,Madhya Pradesh,JABALPUR,Bangur,51.46666667
FGC,Madhya Pradesh,JABALPUR,Shree,50
FGC,Madhya Pradesh,MANDLA,Bangur,50
FGC,Madhya Pradesh,MANDLA,Shree,60.76666667
FGC,Madhya Pradesh,NARSINGHPUR,Bangur,50
FGC,Madhya Pradesh,RAISEN,Bangur,50
FGC,Madhya Pradesh,SAGAR,Bangur,79.93333333
FGC,Madhya Pradesh,SEONI,Bangur,50
FGC,Madhya Pradesh,SEONI,Shree,50
FGC,Madhya Pradesh,SHAHDOL,Bangur,136.0333333
FGC,Madhya Pradesh,SHAHDOL,Shree,127.63
FGC,Madhya Pradesh,UMARIA,Bangur,50
FGC,Madhya Pradesh,UMARIA,Shree,50
FGC,Maharashtra,AMRAVATI,Bangur,68.73333333
FGC,Maharashtra,BHANDARA,Shree,50
FGC,Maharashtra,GONDIA,Bangur,50
FGC,Maharashtra,GONDIA,Shree,50
FGC,Maharashtra,NAGPUR,Bangur,149.0666667
FGC,Maharashtra,NAGPUR,Shree,129.8666667
FGC,Maharashtra,WARDHA,Bangur,50
FGC,Odisha,BALANGIR,Bangur,50
FGC,Odisha,BALANGIR,Shree,94.43
FGC,Odisha,BARGARH,Bangur,50
FGC,Odisha,BARGARH,Shree,66.65
FGC,Odisha,BOUDH,Bangur,50
FGC,Odisha,BOUDH,Shree,50
FGC,Odisha,DEBAGARH,Bangur,50
FGC,Odisha,DEBAGARH,Shree,50
FGC,Odisha,GAJAPATI,Bangur,50
FGC,Odisha,JHARSUGUDA,Bangur,50
FGC,Odisha,JHARSUGUDA,Shree,100.33
FGC,Odisha,KALAHANDI,Bangur,79.93333333
FGC,Odisha,KALAHANDI,Shree,50
FGC,Odisha,KANDHAMAL,Shree,50
FGC,Odisha,KORAPUT,Bangur,50
FGC,Odisha,KORAPUT,Shree,50
FGC,Odisha,MALKANGIRI,Bangur,50
FGC,Odisha,MALKANGIRI,Shree,50
FGC,Odisha,NABARANGAPUR,Bangur,50
FGC,Odisha,NABARANGAPUR,Shree,50
FGC,Odisha,NUAPADA,Bangur,50
FGC,Odisha,NUAPADA,Shree,54.06666667
FGC,Odisha,RAYAGADA,Bangur,50
FGC,Odisha,RAYAGADA,Shree,50
FGC,Odisha,SAMBALPUR,Bangur,50.96666667
FGC,Odisha,SAMBALPUR,Shree,62.9
FGC,Odisha,SONEPUR,Bangur,50
FGC,Odisha,SONEPUR,Shree,50
FGC,Odisha,SUNDARGARH,Bangur,50
FGC,Odisha,SUNDARGARH,Shree,54.76666667
FGF,Bihar,ARARIA,Bangur,57.76666667
FGF,Bihar,ARARIA,Shree,50
FGF,Bihar,ARWAL,Bangur,50
FGF,Bihar,ARWAL,Shree,50
FGF,Bihar,AURANGABAD,Bangur,50
FGF,Bihar,AURANGABAD,Shree,89.53333333
FGF,Bihar,BANKA,Bangur,50
FGF,Bihar,BANKA,Shree,50
FGF,Bihar,BEGUSARAI,Bangur,50
FGF,Bihar,BEGUSARAI,Shree,50
FGF,Bihar,BHAGALPUR,Bangur,50
FGF,Bihar,BHAGALPUR,Shree,50
FGF,Bihar,BHOJPUR,Bangur,50
FGF,Bihar,BHOJPUR,Shree,50
FGF,Bihar,BUXAR,Bangur,50
FGF,Bihar,BUXAR,Shree,50
FGF,Bihar,DARBHANGA,Bangur,50
FGF,Bihar,DARBHANGA,Shree,65
FGF,Bihar,EAST CHAMPARAN,Bangur,123.4666667
FGF,Bihar,EAST CHAMPARAN,Shree,134
FGF,Bihar,GAYA,Bangur,50
FGF,Bihar,GAYA,Shree,65.93333333
FGF,Bihar,GOPALGANJ,Bangur,50
FGF,Bihar,GOPALGANJ,Shree,58.4
FGF,Bihar,JAMUI,Bangur,50
FGF,Bihar,JAMUI,Shree,50
FGF,Bihar,JEHANABAD,Bangur,50
FGF,Bihar,JEHANABAD,Shree,50
FGF,Bihar,KAIMUR,Bangur,50
FGF,Bihar,KAIMUR,Shree,50
FGF,Bihar,KATIHAR,Bangur,50
FGF,Bihar,KATIHAR,Shree,50
FGF,Bihar,KHAGARIA,Bangur,50
FGF,Bihar,KHAGARIA,Shree,50
FGF,Bihar,KISHANGANJ,Bangur,50
FGF,Bihar,KISHANGANJ,Shree,50
FGF,Bihar,LAKHISARAI,Bangur,50
FGF,Bihar,LAKHISARAI,Shree,50
FGF,Bihar,MADHEPURA,Bangur,50
FGF,Bihar,MADHEPURA,Shree,53.4
FGF,Bihar,MADHUBANI,Bangur,93.53333333
FGF,Bihar,MADHUBANI,Shree,50
FGF,Bihar,MUNGER,Bangur,50
FGF,Bihar,MUNGER,Shree,50
FGF,Bihar,MUZAFFARPUR,Bangur,79
FGF,Bihar,MUZAFFARPUR,Shree,50
FGF,Bihar,NALANDA,Bangur,50
FGF,Bihar,NALANDA,Shree,50
FGF,Bihar,NAWADA,Bangur,50
FGF,Bihar,NAWADA,Shree,50
FGF,Bihar,PATNA,Bangur,160.5
FGF,Bihar,PATNA,Shree,345.2333333
FGF,Bihar,PURNEA,Bangur,50
FGF,Bihar,PURNEA,Shree,50
FGF,Bihar,ROHTAS,Bangur,50
FGF,Bihar,ROHTAS,Shree,74.1
FGF,Bihar,SAHARSA,Bangur,50
FGF,Bihar,SAHARSA,Shree,50
FGF,Bihar,SAMASTIPUR,Bangur,50
FGF,Bihar,SAMASTIPUR,Shree,50
FGF,Bihar,SARAN,Bangur,50
FGF,Bihar,SARAN,Shree,50
FGF,Bihar,SEIKHPURA,Bangur,50
FGF,Bihar,SEIKHPURA,Shree,50
FGF,Bihar,SHEOHAR,Shree,50
FGF,Bihar,SITAMARHI,Bangur,54
FGF,Bihar,SITAMARHI,Shree,50
FGF,Bihar,SIWAN,Bangur,109.5166667
FGF,Bihar,SIWAN,Shree,53
FGF,Bihar,SUPAUL,Bangur,50
FGF,Bihar,SUPAUL,Shree,50
FGF,Bihar,VAISHALI,Bangur,73.86666667
FGF,Bihar,VAISHALI,Shree,72.53333333
FGF,Bihar,WEST CHAMPARAN,Bangur,134.7333333
FGF,Bihar,WEST CHAMPARAN,Shree,114.9
FGF,Jharkhand,GARHWA,Bangur,50
FGF,Jharkhand,GARHWA,Shree,50
FGF,Jharkhand,PALAMAU,Bangur,50
FGF,Jharkhand,PALAMAU,Shree,50
FGF,Uttar Pradesh,AZAMGARH,Bangur,58.2
FGF,Uttar Pradesh,AZAMGARH,Shree,128
FGF,Uttar Pradesh,BALLIA,Bangur,50
FGF,Uttar Pradesh,BALLIA,Shree,50
FGF,Uttar Pradesh,BASTI,Bangur,75.33333333
FGF,Uttar Pradesh,CHANDAULI,Bangur,50
FGF,Uttar Pradesh,CHANDAULI,Shree,50
FGF,Uttar Pradesh,DEORIA,Bangur,50
FGF,Uttar Pradesh,DEORIA,Shree,99.4
FGF,Uttar Pradesh,GHAZIPUR,Bangur,50
FGF,Uttar Pradesh,GHAZIPUR,Shree,71.63333333
FGF,Uttar Pradesh,GORAKHPUR,Bangur,50
FGF,Uttar Pradesh,GORAKHPUR,Shree,50
FGF,Uttar Pradesh,JAUNPUR,Bangur,50
FGF,Uttar Pradesh,JAUNPUR,Shree,50
FGF,Uttar Pradesh,KUSHINAGAR,Bangur,50
FGF,Uttar Pradesh,KUSHINAGAR,Shree,50
FGF,Uttar Pradesh,MAHARAJGANJ,Bangur,50
FGF,Uttar Pradesh,MAHARAJGANJ,Shree,50
FGF,Uttar Pradesh,MAU,Bangur,50
FGF,Uttar Pradesh,MAU,Shree,65.86666667
FGF,Uttar Pradesh,SANT KABIR NAGAR,Shree,52.46666667
FGF,Uttar Pradesh,SIDDHARTH NAGAR,Bangur,50
FGF,Uttar Pradesh,VARANASI,Bangur,50
FGF,Uttar Pradesh,VARANASI,Shree,50
FGG,Bihar,ARARIA,Bangur,56.63333333
FGG,Bihar,ARARIA,Shree,54.43333333
FGG,Bihar,ARWAL,Bangur,50
FGG,Bihar,ARWAL,Shree,50
FGG,Bihar,AURANGABAD,Bangur,545.6081333
FGG,Bihar,AURANGABAD,Shree,475.815
FGG,Bihar,BANKA,Bangur,50
FGG,Bihar,BANKA,Shree,50
FGG,Bihar,BEGUSARAI,Bangur,50
FGG,Bihar,BEGUSARAI,Shree,50
FGG,Bihar,BHAGALPUR,Bangur,50
FGG,Bihar,BHAGALPUR,Shree,50
FGG,Bihar,BHOJPUR,Bangur,82.23333333
FGG,Bihar,BHOJPUR,Shree,92.33333333
FGG,Bihar,BUXAR,Bangur,59.5
FGG,Bihar,BUXAR,Shree,77.35166667
FGG,Bihar,DARBHANGA,Bangur,50
FGG,Bihar,DARBHANGA,Shree,76.4
FGG,Bihar,EAST CHAMPARAN,Bangur,133.1666667
FGG,Bihar,EAST CHAMPARAN,Shree,185.5666667
FGG,Bihar,GAYA,Bangur,96
FGG,Bihar,GAYA,Shree,203.3
FGG,Bihar,GOPALGANJ,Bangur,76.66666667
FGG,Bihar,GOPALGANJ,Shree,71.83333333
FGG,Bihar,JAMUI,Bangur,50
FGG,Bihar,JAMUI,Shree,50
FGG,Bihar,JEHANABAD,Bangur,50
FGG,Bihar,JEHANABAD,Shree,50
FGG,Bihar,KAIMUR,Bangur,100.2666667
FGG,Bihar,KAIMUR,Shree,120.1333333
FGG,Bihar,KATIHAR,Bangur,50
FGG,Bihar,KATIHAR,Shree,50
FGG,Bihar,KHAGARIA,Bangur,50
FGG,Bihar,KHAGARIA,Shree,50
FGG,Bihar,KISHANGANJ,Bangur,79.43333333
FGG,Bihar,KISHANGANJ,Shree,57.3
FGG,Bihar,LAKHISARAI,Bangur,50
FGG,Bihar,LAKHISARAI,Shree,50
FGG,Bihar,MADHEPURA,Bangur,50
FGG,Bihar,MADHEPURA,Shree,96.13333333
FGG,Bihar,MADHUBANI,Bangur,81.36666667
FGG,Bihar,MADHUBANI,Shree,67.93333333
FGG,Bihar,MUNGER,Bangur,50
FGG,Bihar,MUNGER,Shree,50
FGG,Bihar,MUZAFFARPUR,Bangur,66.73333333
FGG,Bihar,MUZAFFARPUR,Shree,74.46666667
FGG,Bihar,NALANDA,Bangur,50
FGG,Bihar,NALANDA,Shree,60.21666667
FGG,Bihar,NAWADA,Bangur,50
FGG,Bihar,NAWADA,Shree,50
FGG,Bihar,PATNA,Bangur,168.9666667
