BRAND,STATE,TALUKA,DISTRICT,COLLECTED_ON,ADDRESS_BLOCK,COUNTER_CODE,COUNTER_NAME,COUNTER_TYPE,LAT,LONG,IS_SCL_COUNTER,IS_EXCLUSIVE_SHREE,IS_EXCLUSIVE_BANGUR,IS_EXCLUSIVE_ROCKSTRONG,SHREE_WHOLESALE,SHREE_RETAIL_SALE,BANGUR_RETAIL_SALE,BANGUR_WHOLESALE,ROCKSTRONG_RETAIL_SALE,ROCKSTRONG_WHOLESALE,ROUTE,TOTAL_RETAIL_SALES,TOTAL_WHOLESALE,COUNTER_ID
SHREE,Delhi,KARAWAL NAGAR,DELHI,29-07-2023,"A - 42 - A, CHANDER NAGAR, KARAWAL NAGAR ROAD",276041,GUPTA BUILDERS,Dealer,28.70835,77.26243,,,,,,,,,,,KARAWAL NAGARShree2,100,,101111
SHREE,Delhi,KARAWAL NAGAR,DELHI,30-07-2023,E 122 MAIN MUSTAFABAD ROAD DELHI 53,291054,NAMDEV ASSOCIATES & BUILDERS,Dealer,28.7045039,77.2691546,,,,,,,,,,,KARAWAL NAGARShree2,750,,101117
SHREE,Delhi,KARAWAL NAGAR,DELHI,31-07-2023,"MAIN WAZIRABAD ROAD, MEET NAGAR, DELHI ",669054,RANJEET TIMBER & STEELS,Dealer,28.700176,77.298659,,,,,,,,,,,KARAWAL NAGARShree1,1000,,101183
SHREE,Delhi,KARAWAL NAGAR,DELHI,01-08-2023,Karawal Nager,910266,SHRI KRISHNA ENTERPRISES,Dealer,28.7310411,77.2730471,,,,,,,,,,,KARAWAL NAGARShree2,50,,
SHREE,Delhi,GANDHI NAGAR ,DELHI,02-08-2023,"GALI NO 1, RAJGARH COLONY, DELHI",1807,SYLVERTON ENTERPRISES,Dealer,28.6599952,77.2729823,,,,,,,,,,,GANDHI NAGAR Shree2,1000,,101063
SHREE,Delhi,GANDHI NAGAR ,DELHI,03-08-2023,"KRISHNA NAGAR, DELHI",898413,GAUR DISTRIBUTORS LLP,Dealer,28.6559509,77.2822207,,,,,,,,,,,GANDHI NAGAR Shree1,500,,101429
SHREE,Delhi,GANDHI NAGAR ,DELHI,04-08-2023,GEETA COLONY,850446,AHUJA ENTERPRISES,Dealer,28.650156,77.278567,,,,,,,,,,,GANDHI NAGAR Shree1,350,,101303
BANGUR,Delhi,VIVEK VIHAR ,DELHI,05-08-2023,"PLOT NO. 1, JHILMIL MARKET NEAR ARYA SAMAJ MANDIR,DELHI-110095",9345,BHATIA CEMENT CORPORATION,Dealer,28.669577,77.307722,,,,,,,,,,,VIVEK VIHAR Bangur2,125,,101071
BANGUR,Delhi,VIVEK VIHAR ,DELHI,06-08-2023,"VISHNU GALI, VISHWAS NAGAR, SHAHDARA, DELHI",844304,J M AGENCIES,Dealer,28.66638,77.30111,,,,,,,,,,,VIVEK VIHAR Bangur1,4000,,101321
BANGUR,Delhi,VIVEK VIHAR ,DELHI,07-08-2023,"PANDAV ROAD, JWALA NAGAR, SHAHDARA DELHI",861645,RAM DHAN ASHOK KUMAR,Dealer,28.667808,77.296128,,,,,,,,,,,VIVEK VIHAR Bangur1,125,,101368
BANGUR,Delhi,VIVEK VIHAR ,DELHI,08-08-2023,"PANDAV ROAD, VISHWAS NAGAR SHAHDRA, DELHI",848987,VIJAY CEMENT STORE,Dealer,28.66856,77.29781,,,,,,,,,,,VIVEK VIHAR Bangur1,700,,101308
BANGUR,Delhi,SHAHDRA,DELHI,09-08-2023,"B-414, MAIN MANDOLI ROAD, SHAHDARA,DELHI-110032",774703,CHB BUILDCARE PRIVATE LIMITED,Dealer,28.69462,77.301476,,,,,,,,,,,SHAHDRABangur2,4500,,101230
BANGUR,Delhi,SHAHDRA,DELHI,10-08-2023,"A - 42 - A, CHANDER NAGAR, KARAWAL NAGAR ROAD",848341,GUPTA BUILDERS,Dealer,28.70835,77.26243,,,,,,,,,,,SHAHDRABangur2,250,,101335
BANGUR,Delhi,SHAHDRA,DELHI,11-08-2023,"THIRD FLOOR 322-A , WESTEND MALL , DISTRICT CENTRE , JANAKPURI , NEW DELHI,110058",878577,HELLA INFRA MARKET RETAIL PRIVATE LIMITED,Dealer,28.702746,77.122908,,,,,,,,,,,SHAHDRABangur1,150,,101387
BANGUR,Delhi,SHAHDRA,DELHI,12-08-2023,RR28 GT ROAD NEW SHAHDARA,848343,RAM BUILDERS,Dealer,28.675336,77.288627,,,,,,,,,,,SHAHDRABangur2,90,,101336
BANGUR,Delhi,SEEMAPURI,DELHI,13-08-2023,"DILSHAD COLONY, DELHI",304445,JAIN PAINTS,Dealer,28.688902,77.327217,,,,,,,,,,,SEEMAPURIBangur2,500,,101135
BANGUR,Delhi,SEEMAPURI,DELHI,14-08-2023,"C-216 , GALI NO. 7 , MAIN ROAD, CHAUHAN BANGAR, BRAHMPURI",841015,RELAINCE CEMENT AND STEEL AGENCY,Dealer,28.6843,77.26859,,,,,,,,,,,SEEMAPURIBangur1,175,,101287
BANGUR,Delhi,SEEMAPURI,DELHI,15-08-2023,"3RD PUSTA ROAD, KARTAR NAGAR, DELHI",831648,SURENDER CEMENT AGENCY,Dealer,28.689238,77.256086,,,,,,,,,,,SEEMAPURIBangur1,200,,101267
BANGUR,Delhi,SEELAMPUR,DELHI,16-08-2023,"NEW SEELAMPUR,DELHI",753934,KRISHNA CEMENTATION,Dealer,28.67285,77.26761,,,,,,,,,,,SEELAMPURBangur2,50,,101195
BANGUR,Delhi,SEELAMPUR,DELHI,17-08-2023,"BHRAMPURI, DELHI",840329,SONU BUILDERS AND SUPPLIERS,Dealer,28.676727,77.265228,,,,,,,,,,,SEELAMPURBangur1,225,,101286
BANGUR,Delhi,SEELAMPUR,DELHI,18-08-2023,Braham Puri,907604,R U MALIK CONSTRUCTION,Dealer,28.680149,77.267126,,,,,,,,,,,SEELAMPURBangur1,50,,
BANGUR,Delhi,KARAWAL NAGAR,DELHI,19-08-2023,"BRIJPURI, DELHI",9371,MAHESHWARI TRADING COMPANY,Dealer,28.70467,77.27492,,,,,,,,,,,KARAWAL NAGARBangur1,200,,101072
BANGUR,Delhi,KARAWAL NAGAR,DELHI,20-08-2023,"SHADATPUR EXT, KARWAL NAGAR, DELHI",848427,SHARMA CEMENT CO.,Dealer,28.72088,77.26504,,,,,,,,,,,KARAWAL NAGARBangur1,100,,101337
BANGUR,Delhi,KARAWAL NAGAR,DELHI,21-08-2023,ROHINI,786002,SIDDHARTH ENTERPRISES,Dealer,28.702634,77.12172,,,,,,,,,,,KARAWAL NAGARBangur2,50,,101235
BANGUR,Delhi,KARAWAL NAGAR,DELHI,22-08-2023,"SABHAPUR, KARAWAL NAGAR, DELHI",291475,TONI BUILDERS,Dealer,28.7344,77.2637,,,,,,,,,,,KARAWAL NAGARBangur1,600,,101120
BANGUR,Delhi,MAYUR VIHAR,DELHI,23-08-2023,"A-535, G/F, NEW ASHOK NAGAR , DELHI-110096",853599,POONAM TRADERS,Dealer,28.592689,77.309043,,,,,,,,,,,MAYUR VIHARBangur2,150,,101350
BANGUR,Delhi,MAYUR VIHAR,DELHI,24-08-2023,"NEAR CHAND CINEMA, TRILOKPURI, DELHI",883417,RAJASTHAN CEMENT STORE,Dealer,28.6127994,77.3123079,,,,,,,,,,,MAYUR VIHARBangur2,100,,101403
BANGUR,Delhi,MAYUR VIHAR,DELHI,25-08-2023,"A-6,7,8, G.D COLONY, MAYUR VIHAR, DELHI",877146,SETHI ENTERPRISES,Dealer,28.6131804,77.3294133,,,,,,,,,,,MAYUR VIHARBangur2,40,,101394
BANGUR,Delhi,MAYUR VIHAR,DELHI,26-08-2023,"G/F, F-62A, GALI NO-3,WEST VINOD NAGAR, EAST DELHI, DELHI-110092",902534,SHRI BHAGWAN BUILDING MATERIAL SUPPLIERS,Dealer,28.625846,77.297688,,,,,,,,,,,MAYUR VIHARBangur1,60,,101421
BANGUR,Delhi,MAYUR VIHAR,DELHI,27-08-2023,Pandav Nager,912004,HANUMAN BUILDERS,Dealer,28.621344,77.282637,,,,,,,,,,,MAYUR VIHARBangur1,300,,
ROCKSTRONG,Delhi,GANDHI NAGAR ,DELHI,28-08-2023,"383/11-B, EAST AZAD NAGAR",845833,LORD KRISHNA TRADERS,Dealer,28.664252,77.283241,,,,,,,,,,,GANDHI NAGAR Rockstrong1,6800,,101314
ROCKSTRONG,Delhi,GANDHI NAGAR ,DELHI,29-08-2023,"GURUDWARA GALI, GANDHI NAGAR, DELHI",226327,ASHOKA BUILDERS,Dealer,28.6638753,77.2608322,,,,,,,,,,,GANDHI NAGAR Rockstrong2,150,,101099
ROCKSTRONG,Delhi,MAYUR VIHAR,DELHI,30-08-2023,GD COLONY  BLOCK A MAYUR VIHAR PHASE III GHAROLI,777774,S.S. ENTERPRISES,Dealer,28.6143704,77.33002684,,,,,,,,,,,MAYUR VIHARRockstrong1,100,,101221
ROCKSTRONG,Delhi,MAYUR VIHAR,DELHI,31-08-2023,MAX HOSPITAL ROAD IP EXTENTION HASANPUR,846208,KHAN BUILDING MATERIAL STORE,Dealer,28.6349467,77.3101583,,,,,,,,,,,MAYUR VIHARRockstrong2,300,,101322
SHREE,Delhi,MAYUR VIHAR,DELHI,01-09-2023,104 POCKET A 1 MAYUR VIHAR PHASE III,898801,NCR UDYOG,Dealer,28.6094073,77.3365703,,,,,,,,,,,MAYUR VIHARShree4,350,,101428
SHREE,Delhi,MAYUR VIHAR,DELHI,02-09-2023,VASUNDHARA GHAZIABAD ,815937,P.R. TRADERS,Dealer,28.6678,77.372357,,,,,,,,,,,MAYUR VIHARShree3,150,,101242
SHREE,Delhi,MAYUR VIHAR,DELHI,03-09-2023,"A-650,NEW ASHOK NAGAR, DELHI",759325,SHIV TRADERS,Dealer,28.594836,77.312136,,,,,,,,,,,MAYUR VIHARShree4,200,,101209
SHREE,Delhi,MAYUR VIHAR,DELHI,04-09-2023,"KOTLA MUBARKPUR, DELHI",874902,AGGARWAL TRADERS,Dealer,28.611778,77.3022168,,,,,,,,,,,MAYUR VIHARShree1,1000,,101397
SHREE,Delhi,MAYUR VIHAR,DELHI,05-09-2023,"20/30, NEAR GIRL SCHOOL.TILOKPURI, DELHI",800810,HEENA ENTERPRISES,Dealer,28.6050468,77.3085456,,,,,,,,,,,MAYUR VIHARShree4,2000,,101238
SHREE,Delhi,MAYUR VIHAR,DELHI,06-09-2023,E-253 VINOD NAGAR E BLOCK MAYUR VIHAR NEW DELHI,884826,J.V. ENTERPRISES,Dealer,28.621147,77.306527,,,,,,,,,,,MAYUR VIHARShree1,250,,101408
SHREE,Delhi,MAYUR VIHAR,DELHI,07-09-2023,"US-120,  KALYAN MARG MANDAWALI, DELHI",759065,MANGLA ENTERPRISES,Dealer,28.6317697,77.2954458,,,,,,,,,,,MAYUR VIHARShree1,500,,101215
SHREE,Delhi,MAYUR VIHAR,DELHI,08-09-2023,EAST VINOD NAGAR,97317,POOJA REALCON PVT. LTD.,Dealer,28.6210635,77.3065395,,,,,,,,,,,MAYUR VIHARShree1,1000,,101084
SHREE,Delhi,SEEMAPURI,DELHI,09-09-2023,771 80 FT ROAD SHALIMAR APARTMENT SHALIMAR GARDEN ,798867,REYANSH ENTERPRISES,Dealer,28.69015125,77.33557918,,,,,,,,,,,SEEMAPURIShree1,2500,,101237
SHREE,Delhi,SEEMAPURI,DELHI,10-09-2023,G-34 DISHAD COLONY,1831,SHRI RAM ENTERPRISES,Dealer,28.681691,77.329604,,,,,,,,,,,SEEMAPURIShree1,1000,,101064
SHREE,Delhi,YAMUNA VIHAR,DELHI,11-09-2023,"MAIN WAZIRABAD ROAD, BHAJANPURA, DELHI",312681,SAPTRISHI ISPAT & ALLOYS PRIVATE LIMITED,Dealer,28.70333,77.26754,,,,,,,,,,,YAMUNA VIHARShree1,200,,101154
SHREE,Delhi,YAMUNA VIHAR,DELHI,12-09-2023,"MAIN ROAD WAZIRABAD, BHAJANPURA, DELHI",871083,BALLAN ENTERPRISES,Dealer,28.70339,77.26214,,,,,,,,,,,YAMUNA VIHARShree1,500,,101378
SHREE,Delhi,SEELAMPUR,DELHI,13-09-2023,"B-2A, MAIN GT ROAD, DILSHAD GARDEN",683409,SHRI RAM BUILDERS,Dealer,28.677089,77.321168,,,,,,,,,,,SEELAMPURShree1,450,,101180
SHREE,Delhi,SEELAMPUR,DELHI,14-09-2023,B160 MAIN ROAD 4.5 PUSTA DELHI 53,806865,NADEEM ENTERPRISES,Dealer,28.690336,77.274722,,,,,,,,,,,SEELAMPURShree1,1000,,101251
ROCKSTRONG,Delhi,VIVEK VIHAR ,DELHI,15-09-2023,328 GROUND FLOOR TRIVENI APARTMENT JHILMIL,888702,BLS BUILDCARE CO.,Dealer,28.6669752,77.3088566,,,,,,,,,,,VIVEK VIHAR Rockstrong1,3500,,101416
ROCKSTRONG,Delhi,SHAHDRA,DELHI,16-09-2023,"B-414, MAIN MANDOLI ROAD, SHAHDARA",775743,CHB BUILDCARE PRIVATE LIMITED,Dealer,28.69462,77.301476,,,,,,,,,,,SHAHDRARockstrong1,6000,,101229
ROCKSTRONG,Delhi,SEELAMPUR,DELHI,17-09-2023,4929/P-1 EAST OLD SEELAMPUR SABZI MANDI MAIN ROAD KANTI NAGAR SHAHDARA.,784779,KANAV CEMENT AGENCY,Dealer,28.669456,77.276103,,,,,,,,,,,SEELAMPURRockstrong1,300,,101236
ROCKSTRONG,Delhi,SEELAMPUR,DELHI,18-09-2023,"NEAR POLICE BOOTH,KANTI MOHALLA",292607,LOKESH BUILDERS,Dealer,28.671187,77.280122,,,,,,,,,,,SEELAMPURRockstrong1,150,,101123
ROCKSTRONG,Delhi,PREET VIHAR,DELHI,19-09-2023,"30,SOUTH GANESH NAGAR",877489,LAKSHMI SALES CORPORATION,Dealer,28.624675,77.285679,,,,,,,,,,,PREET VIHARRockstrong1,4000,,101393
ROCKSTRONG,Delhi,PREET VIHAR,DELHI,20-09-2023,"KRISHNA NAGAR, DELHI",313099,VERMA TRADERS,Dealer,28.651548,77.290338,,,,,,,,,,,PREET VIHARRockstrong1,200,,101152
ROCKSTRONG,Delhi,YAMUNA VIHAR,DELHI,21-09-2023,"MAIN WAZIRABAD ROAD, BHAJANPURA, DELHI",294372,SARASWATI METSONE INDIA P LTD,Dealer,28.703153,77.264996,,,,,,,,,,,YAMUNA VIHARRockstrong1,600,,101125
SHREE,Delhi,NARELA,DELHI,22-09-2023,ALIPUR ROAD NEAR SHIV MANDIR BHORGARH GAON NARELA,783698,ASHA DEEP TRADING CO.,Dealer,28.832396,77.093516,,,,,,,,,,,NARELAShree1,200,,101219
SHREE,Delhi,NARELA,DELHI,23-09-2023,KHERA KALAN,861426,DAKSH TIMBER,Dealer,28.774301,77.100256,,,,,,,,,,,NARELAShree2,100,,101364
SHREE,Delhi,NARELA,DELHI,24-09-2023,NERELA,805710,KALU RAM CHUNI LAL,Dealer,28.847355,77.088125,,,,,,,,,,,NARELAShree1,50,,101257
SHREE,Delhi,NARELA,DELHI,25-09-2023,BAWANA,783452,R K STEELS,Dealer,28.794529,77.05185,,,,,,,,,,,NARELAShree2,100,,101220
SHREE,Delhi,NARELA,DELHI,26-09-2023,NARELA,880857,BIHARI LAL & SONS,Dealer,28.83878,77.081874,,,,,,,,,,,NARELAShree1,250,,101402
SHREE,Delhi,NARELA,DELHI,27-09-2023,NARELA,299250,KAMAL TRADERS,Dealer,28.859946,77.08713,,,,,,,,,,,NARELAShree1,4000,,101127
SHREE,Delhi,NARELA,DELHI,28-09-2023,SEC-26 ROHINI,1932,SANJAY BUILDING MATERIAL,Dealer,28.848621,77.092866,,,,,,,,,,,NARELAShree1,1250,,101058
SHREE,Delhi,NARELA,DELHI,29-09-2023,NERELA,290328,SURESH CHAND MANISH KUMAR BANSAL,Dealer,28.857348,77.107498,,,,,,,,,,,NARELAShree1,800,,101116
SHREE,Delhi,PREET VIHAR,DELHI,30-09-2023,"30,SOUTH GANESH NAGAR",777043,LAKSHMI SALES CORPORATION,Dealer,28.624675,77.285679,,,,,,,,,,,PREET VIHARShree1,4000,,101231
SHREE,Delhi,PREET VIHAR,DELHI,01-10-2023,"SAINI ENCLAVE, OPP. KARKARDUMA DELHI",1184,S. K. STEEL AND ELECTRICAL STORE,Dealer,28.650492,77.30521,,,,,,,,,,,PREET VIHARShree2,200,,101047
SHREE,Delhi,PREET VIHAR,DELHI,02-10-2023,F 70 JAGATPURI KRISHNA NAGAR DELHI,846145,SHIV SHAKTI CEMENT STORE,Dealer,28.646761,77.296021,,,,,,,,,,,PREET VIHARShree2,600,,101325
SHREE,Delhi,KHANJAWALA,DELHI,03-10-2023,PREM NAGAR,294831,AGGARWAL STEEL & STONE CO.,Dealer,28.712736,77.035341,,,,,,,,,,,KHANJAWALAShree1,1000,,101121
SHREE,Delhi,KHANJAWALA,DELHI,04-10-2023,MEER VIHAR,894677,KHATRI TRADERS,Dealer,28.703767,77.01318,,,,,,,,,,,KHANJAWALAShree1,800,,101436
SHREE,Delhi,KHANJAWALA,DELHI,05-10-2023,"UTTAM NAGAR, NEW DELHI",164364,MITTAL TRADING CO.,Dealer,28.61009,77.01854,,,,,,,,,,,KHANJAWALAShree2,1000,,101089
SHREE,Delhi,KHANJAWALA,DELHI,06-10-2023,NANGLOI,851845,R.K. ASSOCIATES,Dealer,28.64900126,77.02584294,,,,,,,,,,,KHANJAWALAShree2,100,,101360
SHREE,Delhi,KHANJAWALA,DELHI,07-10-2023,NANGLOI,866970,SANSAR SALES,Dealer,28.682618,77.05589,,,,,,,,,,,KHANJAWALAShree1,4000,,101380
BANGUR,Delhi,NARELA,DELHI,08-10-2023,"Holambi,Khera ",309752,DAKSH TIMBER,Dealer,28.7817387,77.0969509,,,,,,,,,,,NARELABangur3,100,,101143
BANGUR,Delhi,NARELA,DELHI,09-10-2023,Narela,845166,JAIN BUILDING MATERIAL STORE,Dealer,28.843843,77.089345,,,,,,,,,,,NARELABangur1,700,,101313
BANGUR,Delhi,NARELA,DELHI,10-10-2023,"Narela mandi, Narela",831935,NARELA CEMENT STORE,Dealer,28.854545,77.089019,,,,,,,,,,,NARELABangur1,700,,101284
BANGUR,Delhi,NARELA,DELHI,11-10-2023,"Singhu , Narela ",831529,SINGLA BUILDING MATERIALS STORE,Dealer,28.8575,77.1077749,,,,,,,,,,,NARELABangur1,150,,101271
BANGUR,Delhi,NARELA,DELHI,12-10-2023,"Pooth, Bawana",829420,SURYA STOCK,Dealer,28.777864,77.044485,,,,,,,,,,,NARELABangur2,150,,101279
BANGUR,Delhi,NARELA,DELHI,13-10-2023,Narela,842355,TEJAS ENTERPRISES,Dealer,28.852328,77.098028,,,,,,,,,,,NARELABangur1,60,,101341
BANGUR,Delhi,NAJAFGARH,DELHI,14-10-2023,NANGLOI,853460,SHREE SHYAM TRADERS,Dealer,28.6725611,77.0687367,,,,,,,,,,,NAJAFGARHBangur1,250,,101348
BANGUR,Delhi,NAJAFGARH,DELHI,15-10-2023,NANGLOI,302701,SHYAMJI CEMENT STORE,Dealer,28.663385,77.054568,,,,,,,,,,,NAJAFGARHBangur1,450,,101134
BANGUR,Delhi,NAJAFGARH,DELHI,16-10-2023,RANHOLA,752884,SHREE BALAJI CEMENT AGENCY,Dealer,28.65486,77.03975,,,,,,,,,,,NAJAFGARHBangur1,350,,101196
BANGUR,Delhi,NAJAFGARH,DELHI,17-10-2023,"PANDWALAN KALAN, NAJAFGFARH",875773,SHRI NIHAL BUILDING MATERIAL SUPPLIER,Dealer,28.723278,77.075042,,,,,,,,,,,NAJAFGARHBangur3,100,,101390
BANGUR,Delhi,NAJAFGARH,DELHI,18-10-2023,"PRATAP GARDAN, DWARKA, ",847062,TOMAR ASSOCIATES & BUILDERS,Dealer,28.618228,77.062324,,,,,,,,,,,NAJAFGARHBangur1,200,,101330
BANGUR,Delhi,NAJAFGARH,DELHI,19-10-2023,RANHOLA,812863,SHREE BALAJI CEMENT AGENCY,Dealer,28.65486,77.03975,,,,,,,,,,,NAJAFGARHBangur1,350,,101243
BANGUR,Delhi,NAJAFGARH,DELHI,20-10-2023,"PANDWALAN KALAN, NAJAFGFARH",875780,SHRI NIHAL BUILDING MATERIAL SUPPLIER,Dealer,28.723278,77.075042,,,,,,,,,,,NAJAFGARHBangur3,100,,101391
BANGUR,Delhi,NAJAFGARH,DELHI,21-10-2023,"Kotla , Najafgarh",910421,TOMAR TRADING CO.,Dealer,28.648,77.024118,,,,,,,,,,,NAJAFGARHBangur1,100,,
BANGUR,Delhi,NAJAFGARH,DELHI,22-10-2023,Shyam Vihar,911650,SAGAR TRADERS COMPANY,Dealer,28.588226,77.007766,,,,,,,,,,,NAJAFGARHBangur2,75,,
ROCKSTRONG,Delhi,NARELA,DELHI,23-10-2023,BAWANA,312919,DEEPAK BUILDING MATERIAL SUPPLIER,Dealer,28.816917,77.05924,,,,,,,,,,,NARELARockstrong1,150,,101153
ROCKSTRONG,Delhi,NARELA,DELHI,24-10-2023,BAWANA,758272,GANESH TRADERS,Dealer,28.778083,77.054689,,,,,,,,,,,NARELARockstrong3,700,,101217
ROCKSTRONG,Delhi,NARELA,DELHI,25-10-2023,NERELA,173341,JAI HANUMAN BUILDING MATERIAL SUPPLIERS,Dealer,28.840164,77.082556,,,,,,,,,,,NARELARockstrong2,200,,101090
ROCKSTRONG,Delhi,NARELA,DELHI,26-10-2023,BAWANA,847803,JANTA BUILDING MATERIAL STORE,Dealer,28.803575,77.0537272,,,,,,,,,,,NARELARockstrong1,50,,101329
ROCKSTRONG,Delhi,NARELA,DELHI,27-10-2023,VILAGE SANNOTH,832375,PRIYANSHI CEMENT AGENCY,Dealer,28.811502,77.071076,,,,,,,,,,,NARELARockstrong1,500,,101272
ROCKSTRONG,Delhi,NARELA,DELHI,28-10-2023,NARELA,683291,RAJU BUILDING MATERIAL STORE,Dealer,28.844446,77.089241,,,,,,,,,,,NARELARockstrong2,800,,101177
ROCKSTRONG,Delhi,NARELA,DELHI,29-10-2023,BAWANA,306497,SHREE BALAJI BUILDERS,Dealer,28.8062522,77.051003,,,,,,,,,,,NARELARockstrong1,100,,101131
ROCKSTRONG,Delhi,SARASWATI VIHAR,DELHI,30-10-2023,RANIBAGH,11729,GULATI CEMENT CORPORATION,Dealer,28.689498,77.130665,,,,,,,,,,,SARASWATI VIHARRockstrong1,3500,,101076
ROCKSTRONG,Delhi,KHANJAWALA,DELHI,31-10-2023,NANGLOI,698112,KAMAL BUILDER & PAINTS,Dealer,28.6824323,77.0579836,,,,,,,,,,,KHANJAWALARockstrong1,150,,101192
ROCKSTRONG,Delhi,KHANJAWALA,DELHI,01-11-2023,PARTAP VIHAR,334357,R.B.L.CEMENT,Dealer,28.7002491,77.0582628,,,,,,,,,,,KHANJAWALARockstrong1,1000,,101158
SHREE,Delhi,SARITA VIHAR,DELHI,02-11-2023,MEETHAPUR,295042,ABHISHEK ENTERPRISES,Dealer,28.4960534,77.3240858,,,,,,,,,,,SARITA VIHARShree1,250,,101124
SHREE,Delhi,SARITA VIHAR,DELHI,03-11-2023,NEW FRIENDS COLONY,829031,ASHISH AGGARWAL BUILDING MATERIAL SUPPLIER,Dealer,28.5710545,77.2668008,,,,,,,,,,,SARITA VIHARShree2,1000,,101280
SHREE,Delhi,SARITA VIHAR,DELHI,04-11-2023,SHAHEEN BAGH,334403,FFS INFRATECH ENGINEERING,Dealer,28.5600653,77.2717642,,,,,,,,,,,SARITA VIHARShree2,75,,101159
SHREE,Delhi,SARITA VIHAR,DELHI,05-11-2023,NEW FRIENDS COLONY,859846,KRISHNA BUILD MART,Dealer,28.5053734,77.3116215,,,,,,,,,,,SARITA VIHARShree1,4500,,101371
SHREE,Delhi,SARITA VIHAR,DELHI,06-11-2023,PUL PEHLADPUR,828575,SANJAY CEMENT TRADERS,Dealer,28.5008113,77.2932828,,,,,,,,,,,SARITA VIHARShree1,700,,101273
SHREE,Delhi,SARITA VIHAR,DELHI,07-11-2023,"A-650,NEW ASHOK NAGAR, DELHI",726410,SHIV TRADERS,Dealer,28.594836,77.312136,,,,,,,,,,,SARITA VIHARShree2,150,,101198
SHREE,Delhi,SARITA VIHAR,DELHI,08-11-2023,"55, GROUND FLOOR, NRI COLONY, MANDAKANI ENCLAVE, ALAKHNANDA, NEW DELHI - 110019",901650,SHREE SHYAM CEMENT UDHYOG,Dealer,28.533812,77.254208,,,,,,,,,,,SARITA VIHARShree2,25,,101445
SHREE,Delhi,SARITA VIHAR,DELHI,09-11-2023,"1995, 1st 60 FEET ROAD, BLOCK G, MOLARBAND EXTN., BADARPUR, NEW DELHI - 110044",189750,TUSHAR TRADING CO.,Dealer,28.491145,77.309916,,,,,,,,,,,SARITA VIHARShree1,200,,101092
SHREE,Delhi,SARITA VIHAR,DELHI,10-11-2023,BATLA HOUSE,310480,S.K. CEMENT STORE,Dealer,28.5666972,77.2840159,,,,,,,,,,,SARITA VIHARShree2,1000,,101141
SHREE,Delhi,DEFENCE COLONY,DELHI,11-11-2023,BHOGAL,867303,AGGARWAL BUILDING MATERIAL STORE,Dealer,28.5820837,77.2511732,,,,,,,,,,,DEFENCE COLONYShree1,1500,,101381
SHREE,Delhi,DEFENCE COLONY,DELHI,12-11-2023,BHOGAL,834909,CEMENT MART,Dealer,28.5837821,77.2478554,,,,,,,,,,,DEFENCE COLONYShree1,3000,,101292
SHREE,Delhi,DEFENCE COLONY,DELHI,13-11-2023,BHOGAL,634938,RAJINDRA PAINTS & H/W STORE,Dealer,28.5802303,77.2488701,,,,,,,,,,,DEFENCE COLONYShree1,2000,,101166
SHREE,Delhi,DEFENCE COLONY,DELHI,14-11-2023,ASHRAM,771567,SHIV TRADERS (ASHRAM),Dealer,28.5736253,77.2559612,,,,,,,,,,,DEFENCE COLONYShree1,50,,101203
SHREE,Delhi,DEFENCE COLONY,DELHI,15-11-2023,"535, SOUTH EXTN. 1, BLOCK - S, KOTLA MUBARAKPUR, NEW DELHI - 110003",835139,GUPTA BUILDING MATERIAL STORE,Dealer,28.5748479,77.2227379,,,,,,,,,,,DEFENCE COLONYShree2,750,,101294
SHREE,Delhi,KALKAJI,DELHI,16-11-2023,GOVINDPURI,844887,CHADHA SANITARY,Dealer,28.5351381,77.2629875,,,,,,,,,,,KALKAJIShree2,200,,101315
SHREE,Delhi,KALKAJI,DELHI,17-11-2023,"6, GOVINDPURI, KALKAJI, NEW DELHI - 110019",874350,RAGHUWAR DAYAL AND SONS,Dealer,28.5349,77.267988,,,,,,,,,,,KALKAJIShree1,150,,101396
SHREE,Delhi,SAKET,DELHI,18-11-2023,"D-4, DEOLI ROAD, NEAR CANARA BANK, KRISHNA PARK COLONY, DEOLI EXTN., NEW DELHI - 110080",895686,MANGALAM SALES CORPORATION,Dealer,28.5080801,77.2323737,,,,,,,,,,,SAKETShree2,150,,101423
SHREE,Delhi,SAKET,DELHI,19-11-2023,"B-128,Duggal Colaony,Khanpur, Sangam vihar",1370,OM SAI SALES CORPORATION,Dealer,28.5105288,77.2297379,,,,,,,,,,,SAKETShree2,800,,101052
SHREE,Delhi,SAKET,DELHI,20-11-2023,"G6QJ+V5F, CHIRAG DELHI MAIN ROAD, CHIRAG DELHI, NEW DELHI - 110017",654968,KHANDELWAL STEEL & TIMBER,Dealer,28.539712,77.230492,,,,,,,,,,,SAKETShree1,3000,,101184
SHREE,Delhi,MEHRAULI,DELHI,21-11-2023,"T-12,Ward No. 8,Main Bazar,Mehrauli",799778,RAJDHANI SALES CORPORATION,Dealer,28.5175147,77.1783213,,,,,,,,,,,MEHRAULIShree3,500,,101240
SHREE,Delhi,MEHRAULI,DELHI,22-11-2023,"14,Asola,Fatehpur",874183,SHARMA CEMENT CORPORATION,Dealer,28.4587575,77.1793262,,,,,,,,,,,MEHRAULIShree1,500,,101399
